tweet,label,id,preprocessed_text
"Reuters/Ipsos polling shows most Americans want to know who got the COVID-19 vaccine, and a majority support workplace and lifestyle restrictions for those who are not vaccinated https://t.co/UV9MsIed2T Let us know what you think in the polls below 👇 https://t.co/TNH8sAWjlS",0,90,polling shows americans want know got vaccine majority support workplace lifestyle restrictions fascinated https let us know think polls https
"#COVID19: Homeless people and rough sleepers will be prioritised for coronavirus vaccines, the government has announced https://t.co/N84Jl9qAjo",0,91,covid19 homeless people rough sleepers prioritized coronavirus vaccines government announced https
"Today, Malawi received #COVID19 vaccine doses shipped via the COVAX Facility, a partnership between @WHO , @gavi , @MalawiUNICEF and @CEPIvaccines . Another step towards #VaccineEquity. Read more about it here👇 https://t.co/CRJMKUy3BH",0,92,today malawi received covid19 vaccine doses shipped via cover facility partnership gave malawiunicef cepivaccines another step towards vaccineequity read https
Get the facts about the #COVID19 vaccine from @NYCHealthCommr: ✅The vaccines are safe and offer strong protection from COVID-19 ✅The vaccines are more than 94% effective ✅You cannot get COVID-19 from a vaccine Learn more: https://t.co/BHibl51DtZ https://t.co/raW9ddRQOR,0,93,get facts covid19 vaccine nychealthcommr vaccines safe offer strong protection vaccines 94 effective get vaccine learn https https
All 3 vaccines currently available in the U.S. offered extraordinary protection against hospitalizations and deaths from COVID-19 in clinical trials. Health officials are urging people to take whatever vaccine they’re offered when it’s available https://t.co/GfjxR6HANU,0,94,3 vaccines currently available offered extraordinary protection hospitalization deaths clinical trials health officials urging people take whatever vaccine offered available https
"BREAKING: Biden plans to direct all states, tribes, and territories to make COVID vaccines available to all eligible adults in the country by May 1 https://t.co/1bPUs0hYum",0,95,breaking biden plans direct states tribes territories make covid vaccines available eligible adults country may 1 https
"No line for Pfizer vaccines at UCSF Fresno COVID-19 Equity Project right now (3/11/21, 10:40 am). Open on a first-come, first-served drive thru basis to people 65+, education and childcare, emergency services, food and ag and health care. https://t.co/eDQOi9Mv3U https://t.co/DmXQGIcSDS",0,96,line prize vaccines ucf fresco equity project right open drive thru basis people education childcare emergency services food ag health care https https
"‘The vaccine is permissible. The vaccine does not lead to change in the DNA or future genetic changes.’ Muhammad Ali Tanveer, Imam at Southampton Medina Mosque, received the #COVIDVaccine and reassures his community that it is safe. https://t.co/1e3nCAUFcB https://t.co/Hthh6Db6tT",0,97,vaccine permissible vaccine lead change dna future genetic muhammad ali tanker imam southampton medina mosque received covidvaccine reassure community safe https https
"Despite severe technological barriers, some Native American tribes are vaccinating their members so efficiently that they've been able to branch out and offer coronavirus vaccines to people outside of their tribes. https://t.co/ZHj7iFUlrz",0,98,despite severe technological barriers native american tribes fascinating members efficiently able branch offer coronavirus vaccines people outside tribes https
"Ethiopian Airlines is set to take a lead role in ferrying COVID-19 vaccines around the world and expects demand for the service to last for up to three years, its head of cargo services said on Sunday. https://t.co/FHdR5dROL3 https://t.co/V2HtsgFmla",0,99,ethiopian airlines set take lead role carrying vaccines around world expects demand service last three years head cargo services said sunday https https
As per @CDCgov recs: Patients who received 1st dose of either the #Pfizer or #Moderna #COVID19 #vaccine and cannot complete the series due to supply or tolerability issues may get a single-dose of the J&amp;J vaccine 28 days after their initial mRNA vaccine. https://t.co/xNW1SD6vYA,0,100,per cdcgov res patients received 1st dose either prize modern covid19 vaccine complete series due supply tolerability issues may get j amp j vaccine 28 days initial mra vaccine https
"#TouchdownAirplane The first batch of 468,000 COVID-19 vaccines under the #COVAX initiative has arrived. This is exciting news and big congratulations to @MoPHofficial. 👏 👏 👏 Read more: https://t.co/EOVhIROGNi @CEPIvaccines, @GAVI, @UNICEFSupply, @UNICEFROSA @UNICEF https://t.co/trxqHsivwN",0,101,touchdownairplane first batch vaccines cover initiative arrived exciting news big congratulations mophofficial read https cepivaccines gave unicefsupply unicefrosa unicef https
"All three vaccines are very good—amazing, even—at protecting people’s health. No one should refrain from seeking vaccination on the theory that any might be second-rate. But it’s also true that the COVID-19 vaccines aren’t all the same. https://t.co/RyrhHdIMi9",0,102,three vaccines protecting people health one refrain seeking vaccination theory might also true vaccines https
"I was invited to get my Covid-19 vaccine and today I went to my local GP surgery and had the first jab - quick, painless and it could save my life &amp; the lives of people around me. Please, when it's your turn, take the vaccine. Together we will beat Covid-19. #CovidVaccine https://t.co/NIOGlAMNDU",0,103,invited get vaccine today went local gp surgery first jab quick painters could save life amp lives people around please turn take vaccine together beat covidvaccine https
"Development of the COVID-19 vaccine has been underway since early 2020, as soon as virus began spreading. Knowledge from other vaccines, like SARS and MERS, have been used in developing the COVID-19 vaccines. Read more 👇 https://t.co/qAOGzpFb5w https://t.co/0dw8xptjuf",0,104,development vaccine underway since early 2020 soon virus began spreading knowledge vaccines like says ers used developing vaccines read https https
"Proud moment for India for achieving a landmark number of more than 2 million Covid-19 vaccine jabs in the last 24 hours and for being a torchbearer of empathy to our neighbouring countries via #MadeInIndia vaccines, 25 and counting. #VaccineMaitri @DrSJaishankar https://t.co/Oye4B53kPK",0,105,proud moment india achieving landmark number 2 million vaccine jobs last 24 hours torchbearer empathy neighbouring countries via madeinindia vaccines 25 counting vaccinemaitri drsjaishankar https
"Today, we have 'Made in India' vaccines for our country and for the world. COVID19 vaccination is being done for free at government hospitals and at the cost of Rs 250 at private hospitals. I have also taken the first dose of the COVID vaccine: Prime Minister Narendra Modi https://t.co/hV6yShklPa",0,106,today india vaccines country world covid19 vaccination done free government hospitals cost rs 250 private hospitals also taken first dose covid vaccine prime minister narendra modi https
"WHO has also listed the Pfizer/BioNTech, Astrazeneca-SK Bio and Serum Institute of India #COVID19 vaccines for emergency use https://t.co/zwKdoxuntn https://t.co/kew6UpGhEf",0,107,also listed bio serum institute india covid19 vaccines emergency use https https
"UPDATE: The first consignment of 507,000 Astra Zeneca COVID-19 COVAX vaccines provided by the Federal Government arrived in Lagos at 5a.m today. The vaccines have been transferred from the airport to our State cold chain facilities for safe storage and inventory management. https://t.co/391Nhyojlz",0,108,update first consignment astra genera cover vaccines provided federal government arrived lagos today vaccines transferred airport state cold chain facilities safe storage inventory management https
